,symbol,name,currency,summary,category_group,category,family,exchange,market
25095,RBNK.TO,RBC Canadian Bank Yield Index ETF,CAD,"The RBC Canadian Bank Yield Index ETF seeks to replicate, to the extent possible and before fees and expenses, the performance of a portfolio of Canadian bank stocks. Currently, the RBC Canadian Bank Yield Index ETF seeks to track the Solactive Canada Bank Yield Index (or any successor thereto). The investment strategy of the RBC Canadian Bank Yield Index ETF is to invest in and hold the Constituent Securities of the Solactive Canada Bank Yield Index in substantially the same proportion as they are reï¬ected in the Solactive Canada Bank Yield Index.",,,RBC Global Asset Management,TOR,ca_market
25096,RBO.TO,RBC 1-5 Year Laddered Corporate Bond ETF,CAD,"The Fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of Canadian corporate bonds, divided (âladderedâ) into five groupings with staggered maturities from one to five years, which will provide regular income while preserving capital.",,,RBC Global Asset Management,TOR,ca_market
25098,RBOT-U.TO,Horizons Robotics and Automation Index ETF,USD,,,,,TOR,ca_market
25102,RBOT.TO,Horizons Robotics and Automation Index ETF,CAD,"Horizons RBOT seeks to replicate, to the extent possible, the performance of the Indxx Global Robotics & Artificial Intelligence Thematic Index, net of expenses. The Indxx Global Robotics & Artificial Intelligence Thematic Index is designed to provide exposure to the performance of equity securities of companies that are involved in the development of robotics and/or artificial intelligence. Horizons RBOT seeks to hedge the U.S. dollar value of its portfolio to the Canadian dollar at all times.",,,Horizons ETFs Management,TOR,ca_market
25109,RCD.TO,RBC Quant Canadian Dividend Leaders ETF,CAD,The fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of high-quality Canadian dividend-paying equity securities that will provide regular income and that have the potential for long-term capital growth.,,,RBC Global Asset Management,TOR,ca_market
25110,RCDB.NE,RBC CANADIAN DISCOUNT BOND ETF,CAD,,,,,NEO,ca_market
25111,RCE.TO,RBC Quant Canadian Equity Leaders ETF,CAD,The fund seeks to provide unitholders with broad exposure to the performance of a diversified portfolio of high-quality Canadian equity securities that have the potential for long-term capital growth.,,,RBC Global Asset Management,TOR,ca_market
25117,RDE.NE,PURPOSE CORE EQUITY INCOME FUND,CAD,,,,,NEO,ca_market
25137,REIT.TO,Invesco S&amp;P/TSX REIT Income Index ETF,CAD,"REIT seeks to replicate, to the extent reasonably possible and before fees and expenses, the performance of the S&P/TSX Capped REIT Income Index, or any successor thereto. This Invesco ETF invests, directly or indirectly, primarily in real estate investment trusts (REITs) listed on a Canadian exchange.",,,Invesco Investment Management,TOR,ca_market
25141,REM.NE,PURPOSE EMERGING MARKETS DIVIDE,CAD,,,,,NEO,ca_market
25185,RID.TO,RBC Quant EAFE Dividend Leaders ETF (CAD),CAD,"The fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of high-quality dividend-paying equity securities in markets in Europe, Australasia and the Far East (EAFE) that will provide regular income and that have the potential for long-term capital growth.",,,RBC Global Asset Management,TOR,ca_market
25186,RIDH.TO,RBC Quant EAFE Dividend Leaders (CAD Hedged) ETF,CAD,"The fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of high-quality dividend-paying equity securities in markets in Europe, Australasia and the Far East (EAFE) that will provide regular income and that have the potential for long-term capital growth.",,,RBC Global Asset Management,TOR,ca_market
25187,RIE-U.TO,RBC Quant EAFE Equity Leaders ETF (USD),USD,"The fund seeks to provide unitholders with broad exposure to the performance of a diversified portfolio of high-quality equity securities in markets in Europe, Australasia and the Far East (EAFE) that have the potential for long-term capital growth.",,,RBC Global Asset Management,TOR,ca_market
25188,RIE.TO,RBC Quant EAFE Equity Leaders ETF (CAD),CAD,"The fund seeks to provide unitholders with broad exposure to the performance of a diversified portfolio of high-quality equity securities in markets in Europe, Australasia and the Far East (EAFE) that have the potential for long-term capital growth.",,,RBC Global Asset Management,TOR,ca_market
25190,RIEH.TO,RBC Quant EAFE Equity Leaders (CAD Hedged) ETF,CAD,"The fund seeks to provide unitholders with broad exposure to the performance of a diversified portfolio of high-quality equity securities in markets in Europe, Australasia and the Far East (EAFE) that have the potential for long-term capital growth.",,,RBC Global Asset Management,TOR,ca_market
25193,RIFI.TO,Russell Investments Fixed Income ETF,CAD,"The Fundâs investment objective is to provide effective diversification against equities and a stable level of cash flow by investing principally in fixed income securities of Canadian issuers that are rated by Dominion Bond Rating Service as BBB or higher or that are, in the opinion of the money manager, equivalent to such rating.",,,Russell Investment Management,TOR,ca_market
25195,RIIN.TO,Russell Investments Global Infrastructure ETF,CAD,"The Fund&#39;s investment objective is to provide long-term growth of capital and current income primarily through exposure to equity and fixed income securities issued by companies that are involved in, or indirectly benefit from, the development, maintenance, servicing or management of infrastructures.",,,Russell Investment Management,TOR,ca_market
25204,RIRA.TO,Russell Investments Real Assets ETF,CAD,"The Fund&#39;s investment objective is to provide exposure to a diversified portfolio of asset classes that are directly or indirectly linked to physical assets, or to assets that the investment manager of the fund believes have a tendency to maintain their real (after inflation) value over time. The Fund invests in or gains exposure to primarily equity securities, fixed income securities, permitted commodities and securities of other mutual funds.",,,Russell Investment Management,TOR,ca_market
25207,RIT.TO,CI Canadian REIT ETF,CAD,"RITâs investment objective is to seek long-term total returns consisting of regular income and long-term capital appreciation from an actively managed portfolio comprised primarily of securities of Canadian REITs, REOCs and entities involved in real estate related services.",,,CI Investments,TOR,ca_market
25503,RLB.TO,RBC 1-5 Year Laddered Canadian Bond ETF,CAD,"The RBC ETF seeks to provide unitholders with exposure primarily to the performance of a diversified portfolio of Canadian corporate and government bonds, divided (âladderedâ) into five groupings with staggered maturities from one to five years, that will provide regular income while preserving capital. The RBC ETF is not an index mutual fund and is managed in the discretion of the manager in accordance with its investment objectives and strategies and, as such, is generally more active in nature than index mutual funds.",,,RBC Global Asset Management,TOR,ca_market
25504,RLDR.NE,RBC VISION WOMEN'S LEADERSHIP M,CAD,,,,,NEO,ca_market
25581,RPD-U.TO,RBC Quant European Dividend Leaders ETF (USD),USD,The fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of high-quality European dividend-paying equity securities that will provide regular income and that have the potential for long-term capital growth.,,,RBC Global Asset Management,TOR,ca_market
25582,RPD.TO,RBC Quant European Dividend Leaders ETF,CAD,The fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of high-quality European dividend-paying equity securities that will provide regular income and that have the potential for long-term capital growth.,,,RBC Global Asset Management,TOR,ca_market
25583,RPDH.TO,RBC Quant European Dividend Leaders (CAD Hedged) ETF,CAD,The fund seeks to provide unitholders with exposure to the performance of a diversified portfolio of high-quality European dividend-paying equity securities that will provide regular income and that have the potential for long-term capital growth.,,,RBC Global Asset Management,TOR,ca_market
25584,RPF.TO,RBC Canadian Preferred Share ETF,CAD,RBC Canadian Preferred Share ETF seeks to provide unitholders with exposure to the performance of a diversified portfolio of primarily Canadian preferred share securities that will provide regular income and that have the potential for long-term capital growth.,,,RBC Global Asset Management,TOR,ca_market
25599,RPS.NE,PURPOSE CANADIAN PREFERRED SHAR,CAD,,,,,NEO,ca_market
25600,RPSB.TO,RBC PH&amp;N Short Term Canadian Bond ETF,CAD,RBC PH&N Short Term Canadian Bond ETF seeks to provide regular monthly income with the potential for modest capital growth by investing primarily in a well-diversified portfolio of short-term fixed-income securities issued by Canadian corporations and governments.,,,RBC Global Asset Management,TOR,ca_market
25601,RPU-B.NE,PURPOSE US PREFERRED SHARE FUND,CAD,,,,,NEO,ca_market
25602,RPU-U.NE,PURPOSE US PREFERRED SHARE FUND,USD,,,,,NEO,ca_market
25603,RPU.NE,PURPOSE  US PREFERRED SHARE FUN,CAD,,,,,NEO,ca_market
25614,RQI.TO,RBC Target 2021 Corporate Bond Index ETF,CAD,"The Fund seeks to provide income for a limited period of time ending on its termination date by replicating, to the extent possible, the investment results that correspond generally to the performance, before fees and expenses, of the FTSE TMX Canada 2021 Maturity Corporate Bond Index*. The FTSE TMX Canada 2021 Maturity Corporate Bond Index is designed to represent the performance of a held-to-maturity portfolio consisting of, primarily, Canadian dollar-denominated investment grade corporate bonds with effective maturities in 2021.",,,RBC Global Asset Management,TOR,ca_market
